;date;snippet
65;August 09, 2022;Horrível, o aplicativo nunca funciona, uma lentidão que nunca vi, sem contar no sumiço de crédito que ninguém sabe explicar, o suporte da operadora é uma M..., estou trocando de operadora. A vivo não está nem aí, só quer saber de vender plano.
66;March 27, 2025;conta cara, reajuste sem me informar, e a internet muito lenta! deixa muito a desejar
67;December 01, 2020;Com certeza é o pior app que já usei de qqr categoria. Super lento pra carregar as coisas e no fim não abre. Tá sempre indisponível. Pra conseguir um código de barras é mais de meia hora e dê graças a Deus se conseguir. Faz semanas q não abre nada. Péssimo!
68;October 07, 2021;É estranho porque tenho esse número há anos e entro neste terrível aplicativo e sou informado que meu cadastro não existe, minha linha não existe, meu número não existe, poxa e porque ficam me enviando cobrança de meu vivo controle e ainda me inscrevem no Serasa. Solicito regularização. Lamentável essa prestação serviços tão ruim.
69;September 07, 2024;Aumentei a internet para 500 Mb e ganhei uma cortesia de assinatura da Amazon mas simplesmente não consigo DE JEITO nenhum confirmar minha identidade para ativar o serviço. O app PÁRA na tela de confirmação e não sai dali de jeito nenhum!!! e eu fico aguardando para fazer a selfie e o documento e pra melhorar não consigo achar nenhum suporte pra isso!!!!!!!
70;January 19, 2024;O aplicativo é incompleto pois as informações não informam nada sem contar que é um bla bla bla sem importância e mais meu vivo controle eu passava o mês todo sem usar os dados móveis agora no meio do mês fica avisando que eu já usei tantos gigas a mais e o celular fica lento e ainda pago um absurdo de conta
71;August 06, 2019;O sistema não permite de fazer muitas coisas. Por exemplo estou tentando de cancelar meu plano... Mas é impossível porque todo foi feito no objetivo que você não pode cancelar seu plano! O procedimento para é lento e muito muito ruim.
72;January 31, 2023;"O aplicativo está abandonado? Só hoje pela manhã: -Não consegui pagar as faturas pelo cartão; -Não consegui baixar o boleto em PDF. A sorte que consegui enviar uma por e-mail; -A outra não deu pra enviar por e-mail porque o APP não ""conseguia"". Tive que baixar pelo WhatsApp; -Tentei cadastrar o débito automático e também não deu; -Cliquei na opção para avisar que tinha pago uma fatura atrasada e advinhem: ""não foi possível informar o pagamento."" Virou bagunça agora?"
73;November 16, 2020;App bem ruim, péssimo funcionamento, para realizar uma simples consulta de saldo ou dados quando você precisa não consegue ! É mais fácil enviar um SMS, a vivo está andando para traz. Quando melhorar eu dou mais estrelas, mas por enquanto é isso.
74;November 03, 2018;Esse app é horrível, não consigo acessar quando a minha internet acaba, então só funciona se tiver internet. Devido a isso não consigo recarregar ou comprar pacotes extras. Fora que o aplicativo é muito lento e consume sim internet! Aplicativo horrível assim como a operadora!
75;January 24, 2024;O APP é bom, o problema é o serviço da empresa. Não consegui alterar meu plano pelo aplicativo e fiquei mais de 20 min no telefone sem receber atendimento. Não me restou outra alternativa se não cancelar o plano e migrar para outra operadora.
76;January 12, 2024;App horrível, mudei o aparelho de celular e o app reconhece como aparelho novo e me envia um código para autenticação, coloco o o código e quando vou prosseguir volta para o início não reconhecendo meu aparelho novo e me mandando um novo código para o e-mail.... é um loop sem fim!!! Na loja da vivo o vendedor disse que é assim mesmo e que não tem solução! Que absurdo!
77;April 07, 2022;Por enquanto nada funciona. Tive de desinstalar porque tava ocupando espaço. Ele só aceita pelo número do celular e assim mesmo só aparecem as funções dos planos de telefonía movel. Pela antiga senha que dava acesso as funções de telefonia fixa não tem como entrar, sería mais um app inutilizado.
78;February 05, 2024;O aplicativo é péssimo. Precisei hoje para obter minha fatura e simplesmente a tela fica em branco. Tive que buscar a informação de outro jeito. O pior é que a Vivo desabilitou o site e só no aplicativo, que não funciona. Alô Diretoria da Vivo... Vamos ver isso direito!
79;January 08, 2025;Não consigo fazer meu cadastro no app, e quando ligo em qualquer central da Vivo eles dizem que meu CPF não está cadastrado e finalizam a ligação. Sendo que foi instalado a internet da Vivi na minha residência. Não consigo resolver sobre o bônus do Amazon Prime que ganhei ao contratar a internet nem ver faturas, etc. Péssimo!!
80;December 23, 2021;O app e razoável, mas o sinal deles estão péssimo, quanto para voz e quanto para dados, faz um dia que a minha cidade está sem sinal nenhum, Não está dando torre em nenhum celular que possui o chip da vivo, você entra no site para ver se tem algum problema no sinal na minha cidade e fala que não tem nenhuma irregularidade, como não tem se nenhum celular da população está funcionando, isso e muito caótico, a cidade e Cosmorama-sp, para dar alguma nota para eles acho que tem que melhorar muito.
81;November 03, 2023;Experiência péssima! Estou fora do país e tento abrir o APP pra colocar recarga e receber SMS e não consigo. Pq pra recuperar a senha ele manda SMS. Que no momento não consigo receber! Consequentemente fico sem poder utilizar o número. Já mandei e-mail ao Sac e nada tbm. Um descaso.
82;November 06, 2022;O app da Vivo não funciona. É um fracasso em vários pontos! Desde o sistema para emissão de boletos até o suporte! Estou tentando resolver um problema de internet no meu vivo móvel há semanas e não consigo retorno.
83;March 09, 2023;Achei que ficou meio confuso, não consigo mais ver quem está logado na minha rede e muitas vezes o APP não funciona, quando tinha um aplicativo para móvel e outro para fixo era melhor. Sei que o propósito é mais praticidade, mais nesse caso, pra mim não deu certo.
84;February 23, 2022;Os apps da vivo decidem quando querem funcionar ou não, e o cliente que lute. 2 dias tentando acessar pra acompanhar meu consumo e sempre a mesma mensagem: aconteceu um erro, tente novamente em alguns instantes. Apps totalmente instáveis, tanto esse como o vivo fixo.
85;September 19, 2024;Só desejo a 2 via da fatura do vivo FIXO e não consigo. P entrar no aplicativo, pede o número do vivo móvel. Tenho um pré pago. Porém só vem informações sobre este. Ainda não consegui visualizar, onde obter 2 via do número FIXO!!! App poderia ser mais objetivo, com opções claras.
86;July 22, 2023;Aplicativo lixo, lerdo e mal feito. Parece que quem construiu isso tinha o objetivo de irritar o consumidor até ele desistir de procurar uma solução ou suporte técnico. - atualização 28/05, continua um absoluto lixo. - atualização 21/07, ainda me deprime.
87;September 11, 2020;App muito lento seja no wifi ou 4g. Além disso, já à mais de duas semanas que não carrega as minhas informações como 'consumo', histórico de contas e boletos para pagamento. Ou seja, o que o tornaria mais útil não funciona. Muito ruim.
88;February 28, 2020;App muito ruim.. meus amigos abrem e logo aparece a opção de trocar de plano. No meu, não aprece em lugar algum. Estou inconformada pois nem isso, que seria uma operação simples, consigo fazer. Não tenho tempo de ir na loja física. Esse telefone me deixa na mão quando mais preciso. Devia se chamar morto e não vivo. Pensando seriamente em mudar de operadora!!
89;January 23, 2021;Natalyna vou dar cinco estrelas ,gostei muito. É ótimo,mas n sei o q tá acontecendo esses dias ,já instalei e desinstalei ,reinstalei d novo . Porém n estou conseguindo entrar no aplicativo n quer carregar nada,eu n sei o que está acontecendo,n carrega d jeito algum. Gostaria que desse uma verificada agr,pra ver o que está acontecendo,estou instalando novamente.
90;January 23, 2024;Se fosse possível dar 0 estrelas, seria a nota. O suporte técnico do aplicativo é patético, uma piada mesmo. Preciso de acesso a internet pra acessar o suporte técnico, mas se eu tivesse acesso a internet eu não teria motivos pra acessar o suporte técnico. Edit: Os cara ainda tem a pachorra de ler essa avaliação e mandar eu conferir a minha conexão com a internet. Muito feio.
91;November 04, 2021;"App é mais lento que uma tartaruga, sem contar que após eu ter cancelado o meu plano pós pago e ter efetuado o pagamento antes de vencer e cancelar, eles me fizeram um ""FAVOR"" de CANCELAR A MINHA LINHA TELEFÔNICA. não recomendo fazer planos por mês com eles. Vai por mim!!!"
92;June 04, 2019;mesmo apertando no botão atualizar, o consumo de dados em si não atualiza!!! Foi isso que eu quis dizer, meu amigo. Um exemplo... se eu quero saber exatamente quanto um acesso em específico consumiu, digamos que eu entre no app e olhe ANTES de acessar a página que quero fazer o teste, o consumo é um valor, dai quando eu vou e acesso a página... quando entro novamente no app e atualizo o consumo, o valor É O MESMO!! Eu quero dizer que ele não atualiza imediatamente... mesmo que a pareça que sim.
93;November 03, 2024;Vou reavaliar. Infelizmente não consigo tirar a estrela. Não tem como dar menos de uma estrela. Acabava ruim.. mas isso foi passado. Agora acho um lixo, nunca mostra o que precisa, e quando precisa de algo não funciona. Lixo. Compramos logo? Sempre fora do ar? Então tirem logo esse app e deixe um canal que atenda.
94;November 08, 2022;Péssimo da erro de conecxao Arrumem isso , pois preciso cancelar a Amazon e fiz pelo app Edt ainda continuo com po lemas pra cancelar a Amazon prime .agr como isso se vc faz pelo app como não consegue cancelar poxa Tão simples quero cancelar a assinatura ! Edtdo Gostaria de mudar minha opinião, mais o app não ajuda ! Estou há mais d 3 dias tentando acessar e nada isso só pra pegar cod d barras pra pagar minha conta ... Estressante isso viu !
95;September 15, 2022;Muito chateada com a vivo,os planos são o dobro do valor vc não consegue rotear pra outros aparelhos, até conectar mas na mesma hora desconecta. Aff! E outro no vivo valoriza tentei varias vezes resgatar um bônus de internet mas infelizmente so mostra a linha anterior de quando eu recebi o chip,fiz a portabilidade, mas só mostra o número velho.
96;June 04, 2023;Instável, nunca mas nunca mesmo a tela de Suporte Técnico abre. Ai se você tenta ir no site você é direcionado ao aplicativo que é péssimo. O solução e falar via telefore e perder quase uma hora. Triste para uma empresa deste porte.
97;April 15, 2022;As vezes da erro ao abrir as informações do plano e não consigo ver minha fatura, ai tenho que esperar até a boa vontade do app aparecer pra conseguir acessar. Quando dá erro nem limpeza de cache e nem reinstalando funciona. De resto é perfeito.
98;December 08, 2022;App ruim, hà dias tento marcar um suporte e até agora nada, desde o dia 28/11 que estou sem internet, e nada de enviarem um técnico para ver o que está acontecendo, e tudo é feito pelo app, e nada se resolve...muito chateada com os descasos.
99;June 15, 2021;Não gostei do aplicativo não... Se atrasa a conta, você não tem acesso a nada. Nem para avisar que pagou e liberarem a linha. É uma pena. Não gostei não.... 😔 Invés de ser uma facilidade,vira um transtorno.
100;December 02, 2019;"Vivo precisa consertar esse aplicativo, só tem a função ""Contratar serviços"", agora fazer algum cancelamento, parece que esconderam essa função pra ninguem achar. Quero cancelar o Amazon Prime Video pelo app, nunca deu certo."
101;December 22, 2022;"O app é até razoável mas quando você quiser cancelar algum plano ou tentar agendar horário em loja, esquece. Fiquei horas e mais horas tentando e não consegui. A todo momento aparece a mensagem que ocorreu ""algum erro""."
102;August 28, 2022;O app é maravilhoso. Cumpre oque promete. Trás as coisas mais relevantes na primeira tela. Acompanho muito fácil meu consumo e bônus que tenho mensalmente. Vivo valoriza muito bom, poderia trazer mais ingressos promocionais 🙊😅. Nota 10!
103;October 21, 2020;O aplicativo ta sempre horrível , quase nunca abre nada , a única função do aplicativo que nunca falha é a função de fazer uma recarga, é claro que essa função não vai falhar nunca 😪😪 por isso estou mudando minha opinião em relação ao aplicativo.
104;July 02, 2019;Espero que pelo aplicativo solucione o problema, pois paguei a conta ontem e até agora não ligaram a linha.Vocês acompanham qdo tem dívida, mas não buscam ser informados qto foi efetuado o pagamento .Acho que deveria ser automático isso é eficiência no atendimento..É demais a mais essa foi a única vez que me ocorreu de atrasar uma conta.
105;April 23, 2025;trava toda vez que entra, sem conseguir acessar o serviço.
106;October 25, 2023;Horrível , não consigo instalar , TD vez de ué preciso tenho que ir ao Playstore e aparece que já está instalado e manda abrir , abro e não consigo fazer nada!! Aparece sempre Ops estamos com problemas , tente mais tarde e isso por dias . Assim que puder ir ao shopping vou migrar os 2 Cel para a claro e a fibra para a Net A vivo não presta em vocês sabem cobrar , oferecer o serviço , vcs esquecem Eu cansei de ser trouxa
107;July 10, 2023;Esse este app não resolve nada. Só tem propaganda . Resolver o problemas como pagamentos para desbloquear nada. Pede 48 horas pra comprovar se o pagamento foi efetuado. Podendo pedir o comprovante pro Clinte para logo adiantar o desbloqueio. Pra mim isso roubo, ficam ganhando esse tempo para o Clinte não utilizar e assim economizar em 48horas de serviços não utilizados. Agora quantos milhões de horas ganha em milhões de clientes. Isso uma vergonha. App nota 0 e só querem vender novos planos .
108;February 07, 2023;A operadora ( Oi ) era ruim, me tornei cliente da Vivo e já estou quase morto de cansado ao tentar resolver alguma coisa tanto por ligação quanto pelo app. A operadora vive inoperante, nunca ajuda em nada. A experiência está sendo horrível, é inexplicável o quanto está sendo ruim. Vou agora escolher entre a Tim ou Claro por que a Vivo é simplesmente sem condições de uso. Lixo lixo lixo lixo lixo lixo lixo
109;May 04, 2020;Aplicativo FALHO igual a operadora, coloco créditos que podem durar até um mês e NUNCA passam de 10 dias, daí ligo pra operadora, ninguém pode atender, pedem pra baixar o App, baixo o App e não tem histórico do consumo pra saber pra onde foram meus créditos. Incompetência sem tamanho.
110;November 11, 2021;Esse aplicativo é horrível e a vivo também , eles entram em manutenção e não muda nada , e isso e quase toda vez , aí você vai ativar a promoção ligando o cara fica repetindo uma promoção que não solicitei e não para de repetir , atendimento da vivo e nota 00000,0001 Parabéns por ter um atendimento horrível.
111;April 20, 2023;Quase sem utilidade. Mandam email, SMS, gravação por telefone direcionando a gente a utilizar o app, mas somente serve para emitir a fatura. Problemas técnicos, visita técnica e outros serviços falam para usar o APP, mas a opção não existe ou não funciona.
112;December 06, 2023;O app começou a apresentar falhas permanente na última semana, já desinstalei e reinstalei novamente, e após entrar no app ele apresenta falhas e fecha. Realizei novamente a desinstalação, reiniciei o celular e reinstalei o app e dessa maneira resolveu.
113;March 03, 2023;O aplicativo tem muitas opções úteis, mas de nada adianta se não funciona ou funciona quando bem entende. Eu só uso o aplicativo para transferir internet para meus familiares, mas só vive dando erro o tempo inteiro. Gostaria muito que melhorassem isso
114;February 23, 2021;Tenho plano familiar, com 3 dependentes, antes da atualização, eu conseguia acompanhar os consumo de dados de cada um. Agora, pra ver isso, sou obrigada a simular mudança na distribuição, não achei essa interface amigável.
115;November 10, 2022;Aplicativo muito ruim, lento, não atende os princípios básicos de usabilidade. É aquele tipo de aplicativo que falamos com a boca cheia que o aplicativo é horroroso!!!!!!! As funcionalidades não funcionam quando precisamos...
116;December 02, 2024;O aplicativo só está piorando. Todo mês tenho que acessar e cada mês vai se tornando mais lento ou até mesmo não abre. Horrível. Ps.: fiz tudo o que foi sugerido. Continua horrível. Melhorem. Se pudesse dava - 5 estrelas.
117;May 20, 2023;Péssimo aplicativo, assim como a internet também está péssima! Estou tentando contato já fazem dois dias porque minha internet nao funciona e nao consigo contato por lugar nenhum. Melhor coisa á se fazer, é a portabilidade para outra operadora
118;July 26, 2023;Falta a opção neste aplicativo de alterar a conta de débito automático, porque uma vez cadastrado não dá para alterar mais e um problema é perda de muito tempo para entrar em contato com a vivo para este tipo de serviço. Depois do retorno, entrei em contato pelo chat indicado e fiquei 30 minutos sem resposta.
119;April 08, 2022;App e operadora estão ficando cada dia pior. Faz três dias que tento pagar a fatura via App, mas não consigo. Aí no mês seguinte vou pagar juros por atraso no pagamento por irresponsabilidade da Vivo e não minha. Passou da hora de melhorar esse aplicativo e o atendimento via números convencionais.
120;October 18, 2023;"O aplicativo é horrível. Tudo o que eu preciso fazer é entrar 1 vez a cada 2 meses nele, fazer uma recarga via pix, e sair. Por incrível que pareça, não estou conseguindo fazer. O aplicativo diz: ""Não foi possível validar o PIX"". Não enviam o código para que eu copie e cole no aplicativo do banco."
121;September 21, 2018;Aplicativo excelente em termo de fazer, recargas e serviços mais simples como: antecipação de promoção, compartilhando de internet, dentre outros. Poderia ser melhor se conseguíssemos fazer reclamações e resolver problemas técnicos.
122;October 06, 2022;Estou a 4 dias tentando retirar minha fatura e o aplicativo só da erro(tente novamente mais tarde), isso acontece toda vez que quero pagar minhas faturas. Agr preciso ir ate uma loja física, que nao é perto, só para não ser taxado por atraso. -Obrigado equipe de respostas, consegui pagar minha conta. Usei o Whatsapp. Muito funcional, e rapido (por favor só melhorem o app, fora isso a vivo é perfeita.)
123;January 24, 2021;"App nunca carrega direito, sempre que preciso olhar o consumo aparece só a msg pra voltar depois, porque deu problema. Não consigo navegar no app, mesmo que não seja na página do consumo, também aparece a mensagem do ""volte depois""."
124;September 13, 2024;Por ser uma empresa tecnológica, deveriam dar mais atenção ao app, tentaram mudar a cara do app mas agora trava tudo e não ajuda em nada, horrivel pra achar historico de faturas e agora nem da pra ver o consumo de Internet detalhada, sinceramente estou pensando em mudar de operadora.
125;October 16, 2023;No app não mostra no detalhe do plano, o qt de dados usei no YouTube. Mostra um plano de 2013 que nem tenho a muito tempo. Já desinstalei o app, atualizei várias vezes desde que estou com esse plano novo e nada.... muito ruim não ter essa informação.
126;June 16, 2024;Essa atualização e ridícula... Detestei... Não consigo acessar minhas faturas, consumo, saldo... Não consigo compartilhar Internet... Aumentei meu plano, vou pagar mais e pra quê??? Estou totalmente insatisfeita com esse app... Amanhã mesmo vou até a loja física pra resolver isso... Espero resolver.
127;July 14, 2022;PIOR APP QUE EXISTE! Não tem nem como cancelar nem baixar o valor do plano. PRA QUE EXISTE ESSE APP? Tudo tem que falar com o representante pra resolver. Nem os boletos ele gera, muito menos notifica. É incrível o lixo que a vivo se tornou.
128;June 27, 2021;Tá muito ruim, aparece a mensagem para voltar mais tarde ja faz um dia! Eu necessito acessar o app para atualizar meu plano mas não consigo, da um jeito nisso logo, assim como eu, provavelmente tem muita gente na mesma situação, e precisando acessar o app para atualizar plano, sejam rápidos por gentileza!
129;March 10, 2023;Adorei o aplicativo, diferente de outras pessoas que não tiveram o devido acesso, deveriam poder aprender e ir com mais calma e ver aonde você está errando. O aplicativo é perfeito e o mecanismo dele também! consigo pagar minhas faturas por pix com muita facilidade. Estão de parabéns VIVO, só poderiam colocar mais algumas promoções pro VIVO CONTROLE.
130;April 10, 2022;Basta uma visita rápida às avaliações pra entender que os problemas são os mesmos para a grande maioria dos usuários. O app simplesmente não atende o básico, é praticamente impossível conferir as contas e o consumo, apresenta falhas no mínimo. Avaliei com uma estrela porque não tem como dar nenhuma.
131;May 03, 2021;Desnecessário solicitarem confirmação via SMS para poder enviar internet para amigos, onde moro não tem uma boa cobertura da vivo e só pega telefone se eu vier até o muro e deixa o celular lá, agora se eu tiver que enviar MBs para amigos terei sempre que fazer isso... Desnecessário!! Além disso sempre vejo que durante um certo horário entre meia noite até uma da manhã o aplicativo não funciona bem seria um horário de manutenção?
132;June 02, 2024;Aplicativo não está funcionando, não consigo fazer nada no app , já fiz a limpeza dos dados e cache, já desinstalei o app e nada resolve, já troquei de rede wifi, dados móveis, o problema está no aplicativo em si, nada carrega, só aparece a mensagem tente novamente mas tarde !
133;August 11, 2020;Todas as mesmas reclamações das outras pessoas, aplicativo ruim, ao invés de facilitar só faz com que passemos raiva, pois só pede para esperar, esperamos um bom tempo para vir a informação de que não é possível. Dá pra ter um aplicativo melhor. Pensem nisso!
134;October 17, 2022;App fraco e sempre travando. Interface feia e carregada de vários itens desnecessários. Deveriam simplificar. Além do mais, você tem plano pago que já é caro, e dentro do app você também tem que comprar outros planos, tipo vivoplay, etc. Nota zero 0 enquanto não melhorarem.
135;November 30, 2024;O app é travando, nunca consegui abrir a aba benefício. Meu plano concede 6 meses de Amazon prime, mas eu não consigo regatar o benefício porque o aplicativo não sai da tela de carregamento, enfim muito problemático.
136;October 01, 2020;O aplicativo fica mandando aguardar, e nem sempre ao clicar abre as opções que preciso acessar. Já a algum tempo nao consigo visualizar o meu consumo de internet, dentre outras coisas. Isso passou a acontecer após a última atualização do app.
137;February 03, 2021;Horrível, só uso o aplicativo para ver saldo e Internet e mesmo assim me decepciona, tem vez que o app simplesmente não mostra nada ( falha ao carregar informações) isso fora a demora para abrir QUANDO carrega. Só não desinstalo ele porque preciso dele nas raras vezes que ele funciona.
138;April 02, 2021;péssimo. lento. trava. não carrega informações. não abre. sempre dá erro. Esses são alguns problemas que o app apresenta e a vivo não faz absolutamente NADA. um DESCASO total com os clientes. em breve mudarei de operadora, sem condições desse jeito
139;October 11, 2024;Quero adicionar minha conta spotify ao plano mas não consigo pq o app vivo nunca funciona, estou decepcionada (resolvido) Estou tentando adicionar o cartão de crédito para pagar a conta da vivo mas o app carrega carrega e nada, assim fica difícil pagar, nos obrigam a pagar em Pix ou boleto no débito, um absurdo
140;November 12, 2021;Aplicativos com bastante instabilidade nas suas funções. Quero trocar o meu plano e não consigo, ao ligar para central de atendimento a mesma orienta a baixar o app pois estão com uma demanda grande. Pelo que eu vi o problema já é decorrente de um tempo. Alô suporte, vamos dar um jeito nisso.
141;February 14, 2022;E vergonhoso vc passar uma semana tentando recuperar a senha no app da vivo uma coisa tão simples, só conseguir pagar minha fatura depois de ficar exatamente 22 minutos aguardando atendimento. Pq até o atendimento eletrônico que encaminha o código de barras por SMS informava que tinha enviado mais não chegava. Lamentável...
142;March 29, 2024;É bom em partes, consegui agendar uma visita técnica em menos de 10 minutos, em 20 minutos o profissional chegou em casa, e em questão de 1h tudo estaria resolvido se um caminhão não tivesse derrubado todos os fios. Minha revolta é o aplicativo alegar que o suporte técnico não está mais disponível agora.
143;September 17, 2021;Minha opinião sobre o aplicativo... A primeira opção tem que ser bem visível a opção de faturas, posteriormente oferecer outros produtos como plano e outros itens. Pois, quem baixa o aplicativo geralmente é para pagar as faturas após isso, se for de seu interesse adquirir outros produtos.
144;June 22, 2019;Ok, quando um servico é ruim a gente desce o pau, mas quando é bom o elogio é merecido. Eu acabei de ligar pro 10315 pra pedir suporte porque meu vivo fibra perdeu o sinal. em vez de passar por todo atendimento via voz, o bot avisou de uma novidade e o app simplesmente abriu opções de alguns serviços, incluindo suporte técnico. Consegui, por esse atendimento via app, em menos de dois minutos, saber que há uma instabilidade massiva na minha area e que ja estão solicionando. Parabéns!
145;June 24, 2022;É a terceira vez que cortam minha Internet por falta de pagamento. Não tenho o código para fazer o débito automático, no watts não tenho sucesso pq meu celular é da Claro e pelo APP não tenho acesso pois nele só aparece meu plano de fixo e não dá para entrar pq é plano de CNPJ, incompatível no mesmo APP.
146;June 15, 2021;O app não responde a alguns requisitos, e assina promoções sem o consentimento da pessoa, eu coloquei 12 reais de créditos e foi consumido pela promoção vivo turbo que eu nem sequer pedi, assinaram sem meu consentimento isso é um erro gravíssimo. Exijo cancelamento da promoção e exijo meus créditos de volta!
147;June 05, 2024;(Eu uso Pre pago) O app teve uma atualização e ficou ruim, eu gostava tanto do app. Primeiro nao tem mas o histórico de consumo da recarga que dava para saber oq eu tinha comprado, em detalhes. Segundo o vencimento da internet agora ta aparecendo pro ciclo e nao da pra saber o dia q vence o bônus e vence a promoção. Eu fiz uma recarga de 30 reais foi cobrado 29 eu nao sei o q foi comprado tô com 22 gb de bônus e 10 de promoção e ta aparecendo q o ciclo termina 11/06.
148;October 20, 2024;"Péssima essa troca de app. A aba de serviço técnico não funciona e não traz nenhuma informação. A central de faturas não ajuda a localizar nada. O teste de conexão sempre abre com um ""erro de conexão"". Nada funciona."
149;October 04, 2022;Aplicativo extremamente confuso. Atendimento ao cliente péssimo. Necessito somente da emissão da fatura física, e a atendete virtual somente mostra a gatura física, e para pessoas idosas que não tem como acessar o aplicativo. Total descaso, e nao tem como falar diretamente com um atendimento humano.
150;May 13, 2019;O App seria ótimo, teria todos os dados da linha em um fácil acesso e controle para executar operações simples como renovar a franquia da internet porém, ele simplesmente NÃO CARREGA. Sem contar que por várias vezes a internet também não pega, o que atrapalha no uso do App.
151;September 22, 2020;Gosto do App, poderia ser mais rápido, porém está bem intuitivo e com qualidade. Minha única ressalva é que nesta última atualização na parte de pagamento da conta não está funcionando o copiar e colar para entrar no app do banco e jogar direto como faço com os meus 2 vivo fixo....antes dava agora não dá mais pra clicar no botão e copiar o código de barras.
152;October 29, 2021;Não entendo pq a vivo usa um app que simplesmente não faz oq se propõe a fazer. Não consigo ter acesso ao mínimo de informações sobre minha conta neste app. Faço minha parte pagando todo mês, no dia certo, a conta que me enviam, mas vcs não fazem o papel de vcs em oferecer um serviço de qualidade. Desrespeito!
153;October 18, 2020;App que deveria ser referência por tratar-se de tecnologia é pífio! Apresenta demora por ser pesado e não é objetivo. A empresa aumentou o valor do meu plano sem eu ser comunicado e ter solicitado, agora é impossível falar na central e esse App horrível não permite voltar ao valor anterior. Isso explica pq as ações da empresa não param de cair... Não tive resposta ainda 🤬
154;November 10, 2024;Olha... faz pelo menos 1 ano que tenho App... dentre todas as atualizações vou conferir. E ainda não consigo ver minhas faturas etc... única coisa que funciona e propaganda de celular e a IA... fazer o APP decentemente e economiza com suporte.
155;July 30, 2021;Sempre usei o app para facilitar minha vida, mas agora está horrível não consigo nada que busco, estou com um problema sério com os pagamentos, pago e fica varios dias para a compensação bancária até o ponto de reduzir os dados. Fico sem usar com a conta paga, mas ai não é acumulativo, expira né mesmo. Tento falar com algum atendente não consigo, estou sem usar o que paguei agora no próximo dia 10 vão me cobrar outra fatura.😡😡😡😡😡
156;September 21, 2019;Quando achei que não seria pior... Reseta o tempo todo... Estava fazendo consulta de novos aparelhos e o aplicativo reiniciou, tendo que refazer a busca. Tem muito a melhorar! Ahhhh... Não tem a ver com o aplicativo, mas as promoções são umas piadas.
157;July 29, 2023;A empresa promete cancelamento pelo app ...mas não tem a opção .Bem sabemos que por ligação tem um péssimo serviço.Faz tempo que quero cancelar vivo controle e não to conseguindo.Isso é uma maneira de obrigar o consumidor a ficar na operadora mesmo oferecendo péssimo serviço.Sou cliente vivo tem varios anos.Mas ultimamente o serviço oferecido tem deixado a desejar.Quando o plano atualiza no mesmo dia metade do pacote ja foi utilizado 🤷🏽‍♀️sem ter usado .
158;September 01, 2020;Triste uma operadora que impõe atualizaçao e fica pior. Digo impoe pq se nao fizer tbm nao vê. Gastamos pra baixar e no final nao podemos acompanhar o consumo pq dá erro. Dá vontade de abolir esses pessimos serviços do mercado. E depois vai pedir pra ir para o e-mail mandar msg para solucionar. Nossaa, que avanço. Destrava né vivo? Já mandei e-mail e nem um sinal da vivo responder ou solucionar. Lamentável, pq eu não farei nem um esforço para manter o número dessa operadora. Tô fora.
159;September 09, 2020;Pior aplicativo que eu já vi na vida. Não funciona, não carrega as informações, pra conseguir ver o saldo é um século de espera, o extrato então, esqueça! Fica carregando eternamente e quando carrega ainda dá erro. PÉSSIMO!!
160;March 08, 2023;Nunca funcionou bem, mas eu gostaria de parabenizar os responsáveis por conseguir tornar ele PIOR ainda a cada dia. Antes mudava o idioma sem ter como voltar, depois começou a não mostrar quanto consumiu de internet, breve compartilhar internet começou a funcionar no máximo 1x por semana. Depois Vivo Valoriza, que simplesmente não funciona nunca e agora até o serviço de pagar a conta pelo aplicativo está indisponível. A conta atrasou e tive que ir pagar na lotérica, tal qual um australopithecus.
161;November 11, 2021;O app em si é muito bom, o que torna a experiência desagradável são os bugs constantes, as vezes eu não consigo mandar internet por conta das falhas no aplicativo. Fora esses problemas, o app é muito bom, bem intuitivo.
162;January 22, 2023;Quando o meu número era da oi eu conseguia pedir crédito antecipado ver meus saldos e bônus com muita facilidade hoje baixei o app e não consegui pedir o crédito antecipado diz que não está disponível pensando seriamente em mudar de operadora se não arrumarem e voltar a ser como a operadora oi era tinha muita facilidade e comodidade.
163;September 14, 2020;O app não abre a tela para pegar as contas, dá erro de conexão, toda vez que vc entra no app, dispara um monte de SMS com o número de protocolo. Pelo tamanho da empresa o app tem que ser melhorado em muito, principalmente em desempenho
164;September 16, 2022;Infelizmente o aplicativo não funciona, não consigo cadastrar um novo número pra fazer recarga, informa que o número de dependentes já atingiu o Limite sendo que o limite são três e só tenho um cadastrado... No momento só estou usando pra ver o uso de internet, pq não consigo adicionar um novo número.... Gostaria que a vivo pudesse ver o que há de errado com o aplicativo.....
165;November 23, 2022;Gente não vim aqui reclamar do app mas dá prestadora vivo ! Isso que estão fazendo é um absurdo!!!!! Essa renovação automática sem nosso consentimento é abusivo!!!! Vc faz recarga no seu celular e a prestadora renova sua internet com o valor de crédito q vc tiver , e se eu não quero renovar a internet, e se eu precisar de créditos para fazer ligações que gastam. Vc nunca tem crédito pq não tem como cancelar essa renovação automática!!!! É um absurdo! Vou registrar a reclamação na Anatel
166;June 02, 2025;No app posso pagar no pix no ato ,sem precisar sair de casa .
